name
PRODUCT MANAGER
DATA ENGINEER 
VISUAL DESIGNER 
ANIMATOR
QUALITY ASSURANCE ENGINEER
BUSINESS ANALYST
DATA SCIENTIST
GAME DEVELOPER 
CLOUD ARCHITECT & ENGINEER    
CYBER SECURITY EXPERT 
PRODUCT MANAGER 
AUTOMATION & ROBOTICS EXPERT    
PRODUCT DESIGNER
DEVOPS MANAGER 
DATA ANALYST
MOBILE DEVELOPER
SOFTWARE DEVELOPER (BACKEND)
SOFTWARE DEVELOPER (FRONT-END)
